id,behavior,terrainType,encounterType
275,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
276,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
277,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
278,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
280,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
281,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
282,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
283,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
284,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
285,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
286,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
288,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
289,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
290,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
291,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
292,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
293,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
294,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
295,MB_WATERFALL,TILE_TERRAIN_WATERFALL,TILE_ENCOUNTER_WATER
296,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
297,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
298,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
299,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
300,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
301,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
302,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
303,MB_WATERFALL,TILE_TERRAIN_WATERFALL,TILE_ENCOUNTER_WATER
304,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
305,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
311,MB_WATERFALL,TILE_TERRAIN_WATERFALL,TILE_ENCOUNTER_WATER
320,MB_EAST_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
324,MB_WEST_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
347,MB_WARP_DOOR,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
360,MB_SIGNPOST,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
361,MB_SIGNPOST,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
377,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
401,MB_CAVE_DOOR,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
416,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
417,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
418,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
419,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
420,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
421,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
422,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
423,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
424,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
425,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
426,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
427,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
428,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
429,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
430,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
431,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
432,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
433,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
434,MB_PUDDLE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
435,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
436,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
459,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
460,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
461,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
462,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
463,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
464,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
465,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
466,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
467,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
468,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
469,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
470,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
471,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
472,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
473,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
474,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
475,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
476,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
477,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
478,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
479,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
480,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
481,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
482,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
483,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
484,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
488,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
489,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
490,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
491,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
492,MB_NORTHWARD_CURRENT,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
493,MB_SOUTHWARD_CURRENT,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
494,MB_WESTWARD_CURRENT,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
495,MB_EASTWARD_CURRENT,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
503,MB_NORTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
504,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
505,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
506,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
507,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
508,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
509,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
510,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
511,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
512,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
513,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
514,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
515,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
516,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
517,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
518,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
519,MB_MOUNTAIN_TOP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
520,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
521,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
522,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
524,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
525,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
526,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
528,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
529,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
530,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
531,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
532,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
533,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
534,MB_OCEAN_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
536,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
537,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
538,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
539,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
544,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
545,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
546,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
547,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
548,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
549,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
550,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
576,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
577,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
578,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
579,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
580,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
581,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
582,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
583,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
584,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
585,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
586,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
587,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
588,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
589,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
590,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
591,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
592,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
593,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
594,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
595,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
596,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
597,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
598,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
599,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
600,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
601,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
602,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
603,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
604,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
605,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
606,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
607,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
608,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
609,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
610,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
611,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
612,MB_SHALLOW_WATER,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
613,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
614,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
615,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
616,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
617,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
618,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
619,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
620,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
621,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
622,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
623,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
624,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
625,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
626,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
627,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
628,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
629,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
630,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
631,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
632,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
633,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
637,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
638,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
639,MB_FAST_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
